2014-01-15 14:15:18 -0500: AAPL @ 557.61
2014-01-15 14:15:18 -0500: GOOG @ 1148.5201
2014-01-15 14:15:18 -0500: FB @ 57.47
2014-01-15 14:15:18 -0500: LNKD @ 216.885
2014-01-15 14:28:46 -0500: AAPL @ 557.89
2014-01-15 14:29:39 -0500: AAPL @ 558.03
